run_id,empresa,tipo,model_id,model_label,api_provider,provider_upstream,doc_id,prompt_id,repetition,ok,error_kind,truncated,finish_reason,attempts,wer,cer,num_f1,html_sem_texto_extra,prompt_tokens,completion_tokens,total_tokens,cost_usd,cost_source,latency_s,saida_formato,ref_n_tokens,hyp_n_tokens,num_n_ref,num_n_hyp,num_acertos,timestamp_utc,pasta,resposta
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1900-04-01_p735,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:48:20Z,chamadas/google__gemini-3.5-flash/1900-04-01_p735__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1910-04-01_p985,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:49:07Z,chamadas/google__gemini-3.5-flash/1910-04-01_p985__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1910-04-01_p986,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:49:24Z,chamadas/google__gemini-3.5-flash/1910-04-01_p986__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1910-04-01_p995,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:50:43Z,chamadas/google__gemini-3.5-flash/1910-04-01_p995__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1920-04-01_p2085,p1,0,True,,False,STOP,1,0.022598870056497175,0.014810648668916385,0.9500000000000001,True,1132,11305,12437,0.103443,tabela_precos,47.476704100030474,html,885,891,60,60,57,2026-09-08T19:51:51Z,chamadas/google__gemini-3.5-flash/1920-04-01_p2085__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1920-04-01_p2099,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:52:38Z,chamadas/google__gemini-3.5-flash/1920-04-01_p2099__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1930-04-01_p3190,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:53:45Z,chamadas/google__gemini-3.5-flash/1930-04-01_p3190__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1930-04-01_p3192,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:54:58Z,chamadas/google__gemini-3.5-flash/1930-04-01_p3192__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1930-04-01_p3201,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T19:55:46Z,chamadas/google__gemini-3.5-flash/1930-04-01_p3201__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.6-flash,Gemini 3.6 Flash,gemini,google,1891-08-01_p600,p1,0,True,,False,STOP,1,0.019289340101522844,0.00474233322794815,0.9375,True,1125,7822,8947,0.03017625,tabela_precos,45.52822340000421,html,985,983,32,32,30,2026-09-08T20:08:45Z,chamadas/google__gemini-3.6-flash/1891-08-01_p600__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1891-08-01_p600,p1,0,True,,False,STOP,1,0.02131979695431472,0.004110022130888397,0.96875,True,1125,11002,12127,0.1007055,tabela_precos,53.55414269992616,html,985,982,32,32,31,2026-09-08T20:08:45Z,chamadas/google__gemini-3.5-flash/1891-08-01_p600__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.6-flash,Gemini 3.6 Flash,gemini,google,1900-04-01_p731,p1,0,True,,False,STOP,1,0.022110552763819097,0.007392261717521233,0.9375,True,1137,7311,8448,0.028269,tabela_precos,34.42375870002434,html,995,1000,48,48,45,2026-09-08T20:09:31Z,chamadas/google__gemini-3.6-flash/1900-04-01_p731__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.6-flash,Gemini 3.6 Flash,gemini,google,1910-04-01_p985,p1,0,True,,False,STOP,1,0.017341040462427744,0.004734661668968239,1.0,True,1125,5337,6462,0.0208575,tabela_precos,24.126469900016673,html,865,865,45,45,45,2026-09-08T20:10:05Z,chamadas/google__gemini-3.6-flash/1910-04-01_p985__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.6-flash,Gemini 3.6 Flash,gemini,google,1910-04-01_p995,p1,0,True,,False,STOP,1,0.29569093610698366,0.07183979974968711,0.5482456140350878,True,1132,9015,10147,0.03465525,tabela_precos,39.63293290010188,html,673,761,200,256,125,2026-09-08T20:10:29Z,chamadas/google__gemini-3.6-flash/1910-04-01_p995__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1900-04-01_p733,p1,0,True,,True,MAX_TOKENS,1,0.9524904214559387,0.8698517298187809,0.10619469026548672,False,1137,31996,33133,0.2896695,tabela_precos,95.54372419998981,html,1305,196,106,7,6,2026-09-08T20:09:39Z,chamadas/google__gemini-3.5-flash/1900-04-01_p733__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.6-flash,Gemini 3.6 Flash,gemini,,1920-04-01_p2085,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T20:11:09Z,chamadas/google__gemini-3.6-flash/1920-04-01_p2085__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1900-04-01_p735,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T20:11:14Z,chamadas/google__gemini-3.5-flash/1900-04-01_p735__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1910-04-01_p985,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T20:11:34Z,chamadas/google__gemini-3.5-flash/1910-04-01_p985__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1910-04-01_p986,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T20:11:37Z,chamadas/google__gemini-3.5-flash/1910-04-01_p986__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1910-04-01_p995,p1,0,True,,True,MAX_TOKENS,1,0.7236255572065379,0.7354192740926158,0.44186046511627897,False,1132,31996,33128,0.289662,tabela_precos,120.64348649990279,html,673,191,200,58,57,2026-09-08T20:13:42Z,chamadas/google__gemini-3.5-flash/1910-04-01_p995__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1920-04-01_p2099,p1,0,True,,False,STOP,1,0.02991725015913431,0.01218040162405355,1.0,True,1132,7517,8649,0.069351,tabela_precos,44.54520529997535,html,1571,1564,29,29,29,2026-09-08T20:15:43Z,chamadas/google__gemini-3.5-flash/1920-04-01_p2099__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1930-04-01_p3190,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T20:16:27Z,chamadas/google__gemini-3.5-flash/1930-04-01_p3190__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,,1930-04-01_p3192,p1,0,False,servidor,False,,1,,,,,,,,,,,,,,,,,2026-09-08T20:16:43Z,chamadas/google__gemini-3.5-flash/1930-04-01_p3192__p1__r0,
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1930-04-01_p3201,p1,0,True,,True,MAX_TOKENS,1,0.14824797843665768,0.1146067415730337,0.8656716417910448,False,1162,31996,33158,0.289707,tabela_precos,131.55026140005793,html,742,657,139,129,116,2026-09-08T20:16:50Z,chamadas/google__gemini-3.5-flash/1930-04-01_p3201__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.6-flash,Gemini 3.6 Flash,gemini,google,1920-04-01_p2085,p1,0,True,,False,STOP,1,0.02711864406779661,0.01724784401949756,0.9500000000000001,True,1132,6223,7355,0.02418525,tabela_precos,33.47344050009269,html,885,891,60,60,57,2026-09-08T20:23:01Z,chamadas/google__gemini-3.6-flash/1920-04-01_p2085__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1900-04-01_p735,p1,0,True,,False,STOP,1,0.10987791342952276,0.10372297187449195,0.894736842105263,True,1137,17229,18366,0.1567665,tabela_precos,58.827993700047955,html,901,897,135,131,119,2026-09-08T20:23:01Z,chamadas/google__gemini-3.5-flash/1900-04-01_p735__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1910-04-01_p985,p1,0,True,,False,STOP,2,0.020809248554913295,0.003156441112645492,0.9777777777777777,True,1125,8744,9869,0.0803835,tabela_precos,36.95882980001625,html,865,869,45,45,44,2026-09-08T20:23:59Z,chamadas/google__gemini-3.5-flash/1910-04-01_p985__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1910-04-01_p986,p1,0,True,,False,STOP,1,0.019337016574585635,0.004612280196021909,1.0,True,1132,14225,15357,0.129723,tabela_precos,84.95794270001352,html,1086,1085,10,10,10,2026-09-08T20:26:54Z,chamadas/google__gemini-3.5-flash/1910-04-01_p986__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1930-04-01_p3190,p1,0,True,,False,STOP,2,0.025,0.004973003694231316,0.9696969696969697,True,1132,15495,16627,0.141153,tabela_precos,120.2888624999905,html,1160,1162,66,66,64,2026-09-08T20:28:19Z,chamadas/google__gemini-3.5-flash/1930-04-01_p3190__p1__r0,resposta.html
20260908-153842,Google,fechado,google/gemini-3.5-flash,Gemini 3.5 Flash,gemini,google,1930-04-01_p3192,p1,0,True,,False,STOP,2,0.03951367781155015,0.008669609079445145,1.0,True,1132,14379,15511,0.131109,tabela_precos,53.15872790000867,html,987,1003,120,120,120,2026-09-08T20:31:51Z,chamadas/google__gemini-3.5-flash/1930-04-01_p3192__p1__r0,resposta.html
